"Carimbo de data/hora","Declaro que concordo em participar dessa pesquisa e autorizo o uso dos resultados deste estudo para atividades acadêmicas e científicas.","Como as métricas ágeis são selecionadas no seu projeto ou time?","Para quais finalidades sua empresa utiliza métricas no desenvolvimento de software ágil?","Quem faz uso dos resultados da medição?","Com que frequência você utiliza as seguintes métricas relacionadas à responsividade aos clientes? [Tempo gasto desde o início do projeto até a entrega do primeiro incremento]","Com que frequência você utiliza as seguintes métricas relacionadas à responsividade aos clientes? [Tempo gasto desde o início do projeto até o encerramento do projeto]","Com que frequência você utiliza as seguintes métricas relacionadas à responsividade aos clientes? [True Sprint Length]","Com que frequência você utiliza as seguintes métricas relacionadas à responsividade aos clientes? [Horizonte de previsão (Forecast Horizon) ]","Com que frequência você utiliza as seguintes métricas relacionadas à responsividade aos clientes? [Lead Time]","Com que frequência você utiliza as seguintes métricas relacionadas à responsividade aos clientes? [Tempo de resposta da solicitação de atendimento ao cliente]","Com que frequência você utiliza as seguintes métricas relacionadas à responsividade aos clientes? [Tempo de ciclo por recurso]","Com que frequência você utiliza as seguintes métricas relacionadas à responsividade aos clientes? [Distribuição de fluxo]","Com que frequência você utiliza as seguintes métricas relacionadas à responsividade aos clientes? [Indicador de prontidão para liberação]","Com que frequência você utiliza as seguintes métricas relacionadas à responsividade aos clientes? [Tempo por função]","Com que frequência você utiliza as seguintes métricas relacionadas à responsividade aos clientes? [Tempo restante]","Com que frequência você utiliza as seguintes métricas relacionadas à responsividade aos clientes? [Tempo gasto (todas as tarefas)]","Com que frequência você utiliza as seguintes métricas relacionadas à responsividade aos clientes? [Tempo gasto (tarefas principais usando a conclusão de subtarefas)]","Com que frequência você utiliza as seguintes métricas relacionadas à responsividade aos clientes? [Tempo disponível]","Com que frequência você utiliza as seguintes métricas relacionadas à responsividade aos clientes? [Tempo corrido]","Com que frequência você utiliza as seguintes métricas relacionadas à responsividade aos clientes? [Tempo de espera pelas alterações]","Com que frequência você utiliza as seguintes métricas relacionadas à responsividade aos clientes? [Preparação para liberação]","Com que frequência você utiliza as seguintes métricas relacionadas à responsividade aos clientes? [Índice de previsibilidade]","Com que frequência você utiliza as seguintes métricas relacionadas à geração de valor para os clientes? [Valor presente líquido por esforço]","Com que frequência você utiliza as seguintes métricas relacionadas à geração de valor para os clientes? [Valor comercial por esforço]","Com que frequência você utiliza as seguintes métricas relacionadas à geração de valor para os clientes? [Net Promoter Score]","Com que frequência você utiliza as seguintes métricas relacionadas à geração de valor para os clientes? [Eficiência de fluxo]","Com que frequência você utiliza as seguintes métricas relacionadas à geração de valor para os clientes? [Previsibilidade de fluxo]","Com que frequência você utiliza as seguintes métricas relacionadas à produtividade? [Velocidade]","Com que frequência você utiliza as seguintes métricas relacionadas à produtividade? [Tarefas bloqueadas]","Com que frequência você utiliza as seguintes métricas relacionadas à produtividade? [Pontos de função por homem-ano]","Com que frequência você utiliza as seguintes métricas relacionadas à produtividade? [Gráfico burndown]","Com que frequência você utiliza as seguintes métricas relacionadas à produtividade? [Gráfico de burnup]","Com que frequência você utiliza as seguintes métricas relacionadas à produtividade? [Desvio de velocidade (Velocity Deviation)]","Com que frequência você utiliza as seguintes métricas relacionadas à produtividade? [Contagem de dependências (Dependency Count)]","Com que frequência você utiliza as seguintes métricas relacionadas à produtividade? [Eficiência]","Com que frequência você utiliza as seguintes métricas relacionadas à produtividade? [Impedimentos]","Com que frequência você utiliza as seguintes métricas relacionadas à produtividade? [Pulso de commit (Commit Pulse)]","Com que frequência você utiliza as seguintes métricas relacionadas à produtividade? [Velocidade planejada]","Com que frequência você utiliza as seguintes métricas relacionadas à produtividade? [Custo para cada função]","Com que frequência você utiliza as seguintes métricas relacionadas à produtividade? [Custo restante]","Com que frequência você utiliza as seguintes métricas relacionadas à produtividade? [Custo das despesas (todas as tarefas)]","Com que frequência você utiliza as seguintes métricas relacionadas à produtividade? [Funções restantes]","Com que frequência você utiliza as seguintes métricas relacionadas à produtividade? [Funções concluídas (todas as tarefas)]","Com que frequência você utiliza as seguintes métricas relacionadas à produtividade? [Custo disponível ]","Com que frequência você utiliza as seguintes métricas relacionadas à produtividade? [Frequência de implantação]","Com que frequência você utiliza as seguintes métricas relacionadas à produtividade? [Aceleração]","Com que frequência você utiliza as seguintes métricas relacionadas à sustentabilidade das práticas ágeis? [Pulso de equipe ágil]","Com que frequência você utiliza as seguintes métricas relacionadas à sustentabilidade das práticas ágeis? [Delta de precisão de estimativa]","Com que frequência você utiliza as seguintes métricas relacionadas à sustentabilidade das práticas ágeis? [Eficácia]","Com que frequência você utiliza as seguintes métricas relacionadas à sustentabilidade das práticas ágeis? [Custo por hora virtual planejado]","Com que frequência você utiliza as seguintes métricas relacionadas à sustentabilidade das práticas ágeis? [Custo real virtual por hora]","Com que frequência você utiliza as seguintes métricas relacionadas à sustentabilidade das práticas ágeis? [Desperdício]","Com que frequência você utiliza as seguintes métricas relacionadas à sustentabilidade das práticas ágeis? [Custo delta]","Com que frequência você utiliza as seguintes métricas relacionadas à sustentabilidade das práticas ágeis? [Indicador de integridade do sistema de medição]","Com que frequência você utiliza as seguintes métricas relacionadas à sustentabilidade das práticas ágeis? [Eficácia percebida]","Com que frequência você utiliza as seguintes métricas relacionadas à sustentabilidade das práticas ágeis? [Envolvimento dos funcionários]","Com que frequência você utiliza as seguintes métricas relacionadas à sustentabilidade das práticas ágeis? [Trabalho em progresso (Work In Progress)]","Com que frequência você utiliza as seguintes métricas relacionadas à sustentabilidade das práticas ágeis? [Carga de fluxo]","Com que frequência você utiliza as seguintes métricas relacionadas à qualidade do produto? [Taxa de defeitos por gravidade]","Com que frequência você utiliza as seguintes métricas relacionadas à qualidade do produto? [Números de problemas externos relatados]","Com que frequência você utiliza as seguintes métricas relacionadas à qualidade do produto? [Dias abertos com problemas externos relatados]","Com que frequência você utiliza as seguintes métricas relacionadas à qualidade do produto? [Linhas de código por história de usuário]","Com que frequência você utiliza as seguintes métricas relacionadas à qualidade do produto? [Número de arquivos por história de usuário]","Com que frequência você utiliza as seguintes métricas relacionadas à qualidade do produto? [Linhas de código para refatoração]","Com que frequência você utiliza as seguintes métricas relacionadas à qualidade do produto? [Número de desenvolvedores por recurso]","Com que frequência você utiliza as seguintes métricas relacionadas à qualidade do produto? [Cobertura de testes unitários por história de usuário]","Com que frequência você utiliza as seguintes métricas relacionadas à qualidade do produto? [Taxa de aprovação em testes unitários por história de usuário]","Com que frequência você utiliza as seguintes métricas relacionadas à qualidade do produto? [Número de defeitos por história de usuário]","Com que frequência você utiliza as seguintes métricas relacionadas à qualidade do produto? [Taxa de falhas de mudanças]","Com que frequência você utiliza as seguintes métricas relacionadas à qualidade do produto? [Tempo de restauração do serviço]","Com que frequência você utiliza as seguintes métricas relacionadas à qualidade do produto? [Taxa de aprovação de testes]","Com que frequência você utiliza as seguintes métricas relacionadas à qualidade do produto? [Taxa de defeito de entrada para taxa de defeito de saída]","Com que frequência você utiliza as seguintes métricas relacionadas à qualidade do produto? [Taxa de defeito]","Com que frequência você utiliza as seguintes métricas relacionadas à qualidade do produto? [Tempo de inatividade do serviço]","Com que frequência você utiliza as seguintes métricas relacionadas à qualidade do produto? [Dívida técnica]","Alguma métrica que você usa no dia-a-dia não foi apresentada?","Qual é o papel principal que você desempenha no seu projeto ou time?","Quais métodos/frameworks ágeis em larga escala você utiliza em seu projeto na sua empresa?","Qual é o tamanho da sua empresa?","Quantas equipes no seu projeto ou time?","Em qual dos cenários de distribuição se enquadra seu projeto ou time?","A qual setor pertence a sua empresa?","Sua empresa possui fins lucrativos?","Qual seu gênero?","Qual a sua idade?","Qual é o seu nível de escolaridade (concluído)?","Quantos anos de atuação no mercado?"
"11/04/2024 14:10:09","Sim","Literatura, Definidas pela organização/processo?","Apoiar o escalonamento ágil para além das equipes de desenvolvimento de software, Apoiar o monitoramento do fluxo de trabalho, Apoiar as metas de desempenho da organização, Apoiar a sustentabilidade de práticas, Apoiar a qualidade do produto","A equipe ágil, A gestão, O cliente","Sempre uso","Sempre uso","Uso frequentemente","Uso frequentemente","Sempre uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Não uso","Não uso","Não uso","Uso frequentemente","Uso frequentemente","Sempre uso","Sempre uso","Não uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","As vezes uso","Uso frequentemente","Não uso","Uso raramente","As vezes uso","As vezes uso","As vezes uso","As vezes uso","Uso frequentemente","Uso frequentemente","Uso frequentemente","Uso frequentemente","Uso frequentemente","Não uso","Não uso","Uso frequentemente","Não uso","As vezes uso","As vezes uso","Uso frequentemente","Sempre uso","Sempre uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","Uso frequentemente","Througtput","Scrum Master/Agile Coach","Scrum, Kanban, Agile, Lean","Grande empresa (100 ou mais colaboradores)","Larga Escala (entre 2 e 9 equipes)","Localmente distribuído (pessoas trabalhando remotamente da mesma cidade)","Varejo","Sim","Feminino",42,"Graduação","Entre 10 e 15 anos"
"11/04/2024 19:06:14","Sim","Definidas pela organização/processo?","Apoiar as metas de desempenho da organização, Apoiar o monitoramento de recursos e custos no processo, Apoiar a qualidade do produto","A gestão","Sempre uso","Sempre uso","Não uso","Uso raramente","Uso frequentemente","Sempre uso","Sempre uso","Uso frequentemente","Uso raramente","Uso raramente","Sempre uso","Sempre uso","Sempre uso","Uso frequentemente","As vezes uso","As vezes uso","Não uso","Não uso","Não uso","Uso frequentemente","Não uso","Uso frequentemente","Não uso","Sempre uso","Sempre uso","Não uso","As vezes uso","As vezes uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Não uso","Não uso","Não uso","Não uso","Sempre uso","Sempre uso","Sempre uso","Não uso","Não uso","Uso frequentemente","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Sempre uso","Não uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Uso frequentemente","Não uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Não uso","Sempre uso","Sempre uso","Sempre uso","Não uso","Não uso",NA,"Desenvolvedor","Scrum, Kanban","Grande empresa (100 ou mais colaboradores)","Larga Escala (entre 2 e 9 equipes)","Nacionalmente distribuído (pessoas trabalhando remotamente de cidades diferentes de um mesmo país)","Instituto de Tecnologia (Privado)","Não","Masculino",28,"Graduação","Entre 1 e 5 anos"
"12/04/2024 08:11:09","Sim","Definidas pela organização/processo?","Apoiar transformações organizacionais","A equipe ágil, A gestão","As vezes uso","As vezes uso","Não uso","Não uso","Uso frequentemente","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Uso frequentemente","Não uso","Não uso","As vezes uso","Sempre uso","Não uso","Sempre uso","Sempre uso","Não uso","Não uso","Não uso","Sempre uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Sempre uso","Não uso","Não uso","Não uso","Uso frequentemente","Não uso","Não uso","Não uso","Não uso","As vezes uso","Não uso","Não uso","As vezes uso","Uso frequentemente","Não uso","Não uso","Não uso","Não uso","As vezes uso",NA,"Gerente de engenharia","Scrum, Kanban, XP, Agile, Lean, SAFe","Grande empresa (100 ou mais colaboradores)","+ Larga escala (maior que 9 equipes)","Nacionalmente distribuído (pessoas trabalhando remotamente de cidades diferentes de um mesmo país)","Bancário","Sim","Masculino",28,"Graduação","Entre 6 e 10 anos"
"12/04/2024 10:49:14","Sim","Literatura, Por meio da experiência dos membros da equipe","Apoiar o escalonamento ágil para além das equipes de desenvolvimento de software, Apoiar transformações organizacionais, Apoiar o monitoramento do fluxo de trabalho, Apoiar as metas de desempenho da organização, Apoiar o monitoramento de recursos e custos no processo, Apoiar a sustentabilidade de práticas, Apoiar a qualidade do produto","A equipe ágil, A gestão","As vezes uso","As vezes uso","Uso raramente","As vezes uso","Uso frequentemente","Uso frequentemente","Uso frequentemente","Uso frequentemente","Uso frequentemente","Uso frequentemente","Uso frequentemente","Sempre uso","Uso frequentemente","Uso frequentemente","Uso frequentemente","Uso frequentemente","Uso frequentemente","Uso frequentemente","As vezes uso","As vezes uso","Não uso","Uso frequentemente","Uso frequentemente","Uso frequentemente","Uso frequentemente","As vezes uso","Uso raramente","Uso raramente","As vezes uso","As vezes uso","Uso frequentemente","Uso frequentemente","Não uso","As vezes uso","Não uso","Não uso","Uso raramente","Uso frequentemente","Sempre uso","Uso raramente","Uso frequentemente","Sempre uso","Uso frequentemente","Uso raramente","Uso frequentemente","As vezes uso","As vezes uso","Uso frequentemente","Uso raramente","Não uso","Uso frequentemente","Sempre uso","Sempre uso","Sempre uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","Uso frequentemente","As vezes uso","Sempre uso","As vezes uso","Uso raramente","Uso raramente","Uso raramente","Uso raramente","As vezes uso","Uso raramente","Uso raramente","Uso raramente","Uso raramente",NA,"Scrum Master/Agile Coach","Scrum, Kanban, Agile, Lean, Scrum-of-scrums, Scrum-at-scale","Grande empresa (100 ou mais colaboradores)","Larga Escala (entre 2 e 9 equipes)","Localmente distribuído (pessoas trabalhando remotamente da mesma cidade)","Consultoria","Não","Masculino",36,"Graduação","Mais de 15 anos"
"12/04/2024 11:06:18","Sim","Definidas pela organização/processo?, Em alguns projetos são citados algumas outras medições quem podem ser encaixado nos processos já definidos. Cada projeto possui sua própria característica, não tem uma receita para todos.","Apoiar o escalonamento ágil para além das equipes de desenvolvimento de software, Apoiar equipes de desenvolvimento situadas em diferentes localizações geográficas, Apoiar transformações organizacionais, Apoiar o monitoramento do fluxo de trabalho, Apoiar as metas de desempenho da organização, Apoiar o monitoramento de recursos e custos no processo, Apoiar a qualidade do produto","A equipe ágil, A gestão","Sempre uso","Sempre uso","Sempre uso","Não uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Não uso","Sempre uso","Não uso","Sempre uso","Não uso","Não uso","Sempre uso","Não uso","Sempre uso","Sempre uso","Sempre uso","Não uso","Não uso","Não uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Não uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Não uso","Sempre uso","Não uso","Sempre uso","Sempre uso","Não uso","Sempre uso","Não uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso",NA,"Product Manager/Owner","Scrum, Kanban, XP, Agile, Lean, Scrum-of-scrums, Scrum-at-scale","Grande empresa (100 ou mais colaboradores)","+ Larga escala (maior que 9 equipes)","Nacionalmente distribuído (pessoas trabalhando remotamente de cidades diferentes de um mesmo país)","Saúde","Sim","Masculino",40,"Graduação","Mais de 15 anos"
"12/04/2024 12:07:34","Sim","Definidas pela organização/processo?","Apoiar o escalonamento ágil para além das equipes de desenvolvimento de software, Apoiar equipes de desenvolvimento situadas em diferentes localizações geográficas, Apoiar o monitoramento do fluxo de trabalho, Apoiar o monitoramento de recursos e custos no processo, Apoiar a qualidade do produto","A gestão","Sempre uso","Sempre uso","Sempre uso","Uso frequentemente","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Uso frequentemente","Sempre uso","Uso frequentemente","Sempre uso","Sempre uso","As vezes uso","Uso frequentemente","Sempre uso","Sempre uso","Não uso","Uso frequentemente","Não uso","Não uso","Não uso","Uso frequentemente","Uso frequentemente","Não uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","Sempre uso","As vezes uso","Uso frequentemente","Uso frequentemente","Uso frequentemente","As vezes uso","Uso frequentemente","Sempre uso","Sempre uso","Sempre uso","Não uso","Sempre uso","Uso frequentemente","Uso raramente","Uso raramente","Uso raramente","Uso frequentemente","Uso frequentemente","Uso frequentemente","Uso frequentemente","As vezes uso","Sempre uso","Uso frequentemente","Uso raramente","Uso raramente","Sempre uso","Não uso",NA,"Analista / Engenheiro de Requisito","Scrum, Kanban","Grande empresa (100 ou mais colaboradores)","Larga Escala (entre 2 e 9 equipes)","Localmente distribuído (pessoas trabalhando remotamente da mesma cidade)","Consultoria","Sim","Masculino",34,"Mestrado","Entre 1 e 5 anos"
"12/04/2024 14:05:35","Sim","Definidas pela organização/processo?","Apoiar o monitoramento do fluxo de trabalho, Apoiar as metas de desempenho da organização, Apoiar o monitoramento de recursos e custos no processo","A equipe ágil, A gestão","Uso frequentemente","Uso raramente","Não uso","Uso raramente","Uso frequentemente","Uso frequentemente","Uso frequentemente","Não uso","Não uso","Não uso","Não uso","As vezes uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Uso frequentemente","Não uso","Não uso","Uso frequentemente","Uso frequentemente","Uso frequentemente","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","As vezes uso","Não uso","Não uso","Não uso","As vezes uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Não uso","Uso raramente","Não uso","Não uso",NA,"Product Manager/Owner","Scrum, Kanban","Grande empresa (100 ou mais colaboradores)","Larga Escala (entre 2 e 9 equipes)","Nacionalmente distribuído (pessoas trabalhando remotamente de cidades diferentes de um mesmo país)","Inteligência Artificial","Sim","Masculino",27,"Graduação","Entre 1 e 5 anos"
"12/04/2024 16:46:36","Sim","Literatura, Por meio da experiência dos membros da equipe, Definidas pela organização/processo?","Apoiar o escalonamento ágil para além das equipes de desenvolvimento de software, Apoiar equipes de desenvolvimento situadas em diferentes localizações geográficas, Apoiar o monitoramento do fluxo de trabalho, Apoiar a sustentabilidade de práticas, Apoiar a qualidade do produto","A equipe ágil, A gestão","Uso frequentemente","Uso frequentemente","As vezes uso","Uso frequentemente","Uso frequentemente","Sempre uso","Sempre uso","Uso frequentemente","Uso frequentemente","Uso frequentemente","Uso frequentemente","Sempre uso","Uso frequentemente","Sempre uso","Uso frequentemente","Uso frequentemente","Uso frequentemente","Uso frequentemente","Uso frequentemente","Uso frequentemente","As vezes uso","Sempre uso","Uso frequentemente","Sempre uso","Uso frequentemente","Uso frequentemente","As vezes uso","As vezes uso","As vezes uso","Uso frequentemente","Sempre uso","Sempre uso","Uso frequentemente","Uso frequentemente","Sempre uso","Uso frequentemente","Uso frequentemente","Uso frequentemente","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Uso frequentemente","Uso frequentemente","Uso frequentemente","Uso frequentemente","Uso frequentemente","Uso frequentemente","As vezes uso","Uso frequentemente","Uso frequentemente","Uso frequentemente","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Uso frequentemente","Uso frequentemente","Uso frequentemente","Uso frequentemente","Uso frequentemente","Uso frequentemente","Uso frequentemente","Sempre uso","Sempre uso","Sempre uso","Uso frequentemente","Uso frequentemente","Uso frequentemente","Uso frequentemente",NA,"Analista / Engenheiro de Requisito","Scrum, Kanban","Média empresa (entre 50 e 99 colaboradores)","Larga Escala (entre 2 e 9 equipes)","Localmente distribuído (pessoas trabalhando remotamente da mesma cidade)","Instituição acadêmica","Não","Masculino",38,"Mestrado","Entre 10 e 15 anos"
"13/04/2024 13:10:52","Sim","Por meio da experiência dos membros da equipe","Apoiar equipes de desenvolvimento situadas em diferentes localizações geográficas, Apoiar o monitoramento do fluxo de trabalho, Apoiar o monitoramento de recursos e custos no processo","A equipe ágil, A gestão, O cliente","Sempre uso","Sempre uso","Uso frequentemente","Uso raramente","Sempre uso","As vezes uso","Sempre uso","Uso raramente","Uso frequentemente","Uso raramente","Uso raramente","Sempre uso","Sempre uso","As vezes uso","As vezes uso","Uso raramente","Uso raramente","Sempre uso","As vezes uso","As vezes uso","As vezes uso","Sempre uso","Sempre uso","Sempre uso","Uso frequentemente","Não uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","Uso raramente","Uso raramente","Uso raramente","As vezes uso","Uso raramente","Uso raramente","Uso raramente","Uso raramente","Uso raramente","Uso raramente","Uso raramente","Não uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso",NA,"Gerente do Projeto","Scrum, Kanban, Agile, Lean","Grande empresa (100 ou mais colaboradores)","+ Larga escala (maior que 9 equipes)","Nacionalmente distribuído (pessoas trabalhando remotamente de cidades diferentes de um mesmo país)","Consultoria","Sim","Masculino",35,"Graduação","Mais de 15 anos"
"13/04/2024 13:18:57","Sim","Definidas pela organização/processo?","Apoiar o escalonamento ágil para além das equipes de desenvolvimento de software, Apoiar equipes de desenvolvimento situadas em diferentes localizações geográficas, Apoiar transformações organizacionais, Apoiar o monitoramento do fluxo de trabalho, Apoiar as metas de desempenho da organização, Apoiar a qualidade do produto","A equipe ágil","Uso frequentemente","Sempre uso","As vezes uso","As vezes uso","As vezes uso","Uso frequentemente","As vezes uso","Uso frequentemente","Uso frequentemente","Uso frequentemente","Sempre uso","Sempre uso","Uso frequentemente","Uso frequentemente","Uso frequentemente","Uso frequentemente","Sempre uso","As vezes uso","Uso raramente","As vezes uso","Uso raramente","As vezes uso","As vezes uso","As vezes uso","Sempre uso","Sempre uso","Sempre uso","Sempre uso","As vezes uso","As vezes uso","Uso frequentemente","Sempre uso","As vezes uso","Sempre uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","Sempre uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","Não uso","As vezes uso","As vezes uso","Uso raramente","As vezes uso","Uso frequentemente","Sempre uso","Sempre uso","As vezes uso","As vezes uso","Sempre uso","Sempre uso","Não uso","Não uso","Não uso","Sempre uso","As vezes uso","As vezes uso","As vezes uso","As vezes uso","Não uso","Não uso","Não uso","Não uso","Sempre uso","Sempre uso",NA,"Product Manager/Owner","Scrum, SAFe","Grande empresa (100 ou mais colaboradores)","Larga Escala (entre 2 e 9 equipes)","Nacionalmente distribuído (pessoas trabalhando remotamente de cidades diferentes de um mesmo país)","Bancário","Sim","Masculino",31,"Graduação","Entre 10 e 15 anos"
